height,weight,label
156,53,normal
132,40,normal
159,61,normal
154,76,fat
142,76,fat
166,69,normal
177,80,fat
122,38,fat
198,63,thin
135,40,normal
155,70,fat
189,45,thin
139,77,fat
180,63,normal
187,79,normal
128,39,normal
176,47,thin
148,49,normal
156,45,thin
172,70,normal
147,46,normal
162,66,normal
174,75,normal
123,35,normal
158,74,fat
156,66,fat
167,45,thin
161,52,normal
136,57,fat
184,35,thin
183,67,normal
128,60,fat
160,67,fat
180,49,thin
179,53,thin
169,35,thin
173,73,normal
123,67,fat
180,58,thin
153,37,thin
180,54,thin
152,45,normal
182,71,normal
147,54,normal
166,58,normal
124,67,fat
130,58,fat
174,77,normal
142,46,normal
144,44,normal
175,37,thin
146,75,fat
198,73,normal
142,64,fat
164,67,normal
166,48,thin
194,53,thin
196,58,thin
174,57,normal
125,36,normal
138,56,fat
157,51,normal
158,43,thin
140,69,fat
195,75,normal
155,42,thin
173,61,normal
161,64,normal
120,59,fat
126,76,fat
190,48,thin
138,68,fat
187,52,thin
160,40,thin
165,40,thin
156,66,fat
143,44,normal
140,65,fat
155,80,fat
152,79,fat
123,35,normal
123,64,fat
154,43,thin
168,65,normal
169,40,thin
199,62,thin
167,45,thin
170,62,normal
193,44,thin
171,48,thin
156,45,thin
195,36,thin
135,48,fat
133,71,fat
124,73,fat
161,75,fat
123,44,fat
168,52,thin
152,62,fat
149,55,normal
132,60,fat
151,55,normal
161,72,fat
186,61,thin
186,80,normal
154,80,fat
176,63,normal
166,70,normal
197,41,thin
183,78,normal
136,79,fat
200,47,thin
176,58,normal
138,35,thin
147,35,thin
145,69,fat
196,39,thin
132,72,fat
170,52,thin
125,46,fat
157,47,normal
148,71,fat
153,42,thin
135,71,fat
129,73,fat
122,57,fat
133,39,normal
145,51,normal
175,56,thin
165,63,normal
127,40,normal
134,66,fat
128,64,fat
198,75,normal
130,71,fat
137,49,fat
185,60,thin
151,76,fat
172,42,thin
185,42,thin
166,37,thin
135,63,fat
175,62,normal
192,79,normal
142,54,fat
182,74,normal
182,57,thin
133,45,normal
195,73,normal
152,63,fat
141,42,normal
178,70,normal
178,45,thin
147,44,normal
124,58,fat
129,75,fat
160,74,fat
196,64,thin
130,52,fat
131,80,fat
151,59,fat
190,39,thin
173,75,normal
180,68,normal
186,62,thin
130,69,fat
136,72,fat
127,58,fat
143,74,fat
153,42,thin
165,38,thin
181,44,thin
124,52,fat
135,36,normal
184,58,thin
191,45,thin
175,45,thin
170,42,thin
195,50,thin
151,38,thin
137,74,fat
135,38,normal
194,70,normal
167,60,normal
138,73,fat
126,39,normal
163,56,normal
190,37,thin
181,80,normal
148,78,fat
125,64,fat
173,36,thin
177,46,thin
158,54,normal
128,76,fat
137,65,fat
190,77,normal
152,76,fat
133,71,fat
184,71,normal
176,35,thin
128,35,normal
123,80,fat
143,40,normal
181,52,thin
190,48,thin
168,58,normal
145,39,normal
166,79,fat
173,56,normal
162,54,normal
200,67,thin
161,44,thin
195,39,thin
194,62,thin
162,55,normal
175,50,thin
123,52,fat
129,51,fat
128,41,normal
128,56,fat
190,80,normal
192,52,thin
131,75,fat
188,70,normal
143,45,normal
191,35,thin
141,51,fat
148,48,normal
124,56,fat
172,75,normal
143,72,fat
138,51,fat
138,37,normal
165,76,fat
132,77,fat
178,51,thin
123,65,fat
177,49,thin
142,48,normal
140,42,normal
122,56,fat
186,72,normal
185,72,normal
154,52,normal
182,74,normal
175,58,normal
146,54,normal
197,66,thin
139,35,thin
137,44,normal
175,80,fat
150,39,thin
135,36,normal
144,68,fat
176,37,thin
184,66,normal
165,62,normal
136,68,fat
123,67,fat
130,71,fat
161,35,thin
148,63,fat
140,38,normal
157,37,thin
176,79,fat
187,55,thin
147,68,fat
166,57,normal
131,80,fat
173,54,thin
181,59,thin
162,52,normal
123,61,fat
139,59,fat
132,80,fat
132,43,normal
165,59,normal
128,43,fat
137,45,normal
157,53,normal
176,67,normal
141,48,normal
177,64,normal
140,47,normal
178,70,normal
143,36,thin
184,38,thin
174,71,normal
123,57,fat
144,69,fat
151,50,normal
195,41,thin
177,41,thin
172,46,thin
148,63,fat
147,78,fat
144,35,thin
122,54,fat
130,54,fat
177,80,fat
172,72,normal
189,54,thin
133,49,fat
156,48,normal
155,41,thin
198,38,thin
153,63,fat
153,46,normal
155,37,thin
180,75,normal
124,75,fat
143,73,fat
199,51,thin
190,63,thin
189,44,thin
145,53,normal
172,69,normal
195,76,normal
147,48,normal
139,43,normal
125,48,fat
125,48,fat
200,71,thin
187,54,thin
159,46,thin
139,67,fat
167,65,normal
141,49,normal
180,39,thin
200,76,normal
144,49,normal
165,56,normal
184,45,thin
122,73,fat
160,70,fat
195,80,normal
124,43,fat
172,38,thin
178,40,thin
126,48,fat
157,59,normal
122,44,fat
153,75,fat
173,47,thin
159,60,normal
142,66,fat
180,73,normal
130,54,fat
161,55,normal
135,73,fat
141,67,fat
167,56,normal
146,70,fat
182,70,normal
197,40,thin
199,67,thin
159,58,normal
196,56,thin
166,57,normal
147,52,normal
132,58,fat
158,73,fat
186,48,thin
182,69,normal
196,40,thin
159,52,normal
139,79,fat
157,46,normal
145,57,fat
135,45,normal
185,47,thin
172,39,thin
187,71,normal
178,66,normal
175,76,normal
152,46,normal
175,42,thin
153,47,normal
137,70,fat
165,45,thin
153,52,normal
196,63,thin
160,40,thin
166,74,fat
145,61,fat
187,42,thin
135,35,normal
152,50,normal
150,42,normal
185,63,thin
137,39,normal
172,78,fat
195,77,normal
125,51,fat
135,49,fat
159,64,normal
177,59,normal
120,69,fat
193,52,thin
180,64,normal
150,73,fat
178,48,thin
151,50,normal
177,72,normal
168,52,thin
124,65,fat
163,47,thin
140,65,fat
134,59,fat
151,44,normal
178,41,thin
152,64,fat
138,75,fat
176,58,normal
143,72,fat
124,43,fat
180,48,thin
188,44,thin
188,72,normal
140,43,normal
148,37,thin
175,44,thin
130,70,fat
129,45,fat
166,53,normal
146,42,normal
129,51,fat
147,76,fat
200,64,thin
140,76,fat
167,40,thin
183,69,normal
142,73,fat
125,65,fat
137,55,fat
128,73,fat
155,43,thin
185,41,thin
144,36,thin
199,58,thin
164,65,normal
192,46,thin
198,43,thin
177,65,normal
169,47,thin
157,54,normal
136,37,normal
121,36,normal
147,53,normal
148,44,normal
195,47,thin
154,55,normal
142,55,fat
185,44,thin
174,74,normal
144,72,fat
182,78,normal
174,55,thin
120,37,fat
199,75,normal
191,55,thin
130,47,fat
125,53,fat
167,60,normal
155,46,normal
155,51,normal
175,53,thin
197,77,normal
154,50,normal
120,52,fat
195,71,normal
161,38,thin
155,51,normal
134,47,fat
197,36,thin
172,71,normal
152,73,fat
164,44,thin
139,52,fat
153,44,normal
180,38,thin
151,45,normal
145,77,fat
181,68,normal
143,71,fat
174,75,normal
168,46,thin
176,62,normal
120,68,fat
176,66,normal
169,66,normal
138,70,fat
149,61,fat
154,43,thin
173,58,normal
187,35,thin
147,76,fat
199,49,thin
187,75,normal
159,65,fat
155,52,normal
177,40,thin
120,50,fat
189,42,thin
133,61,fat
141,49,normal
139,73,fat
181,61,normal
157,49,normal
162,42,thin
159,52,normal
129,57,fat
157,57,normal
151,40,thin
155,70,fat
161,77,fat
200,66,thin
140,43,normal
160,48,normal
162,48,thin
194,43,thin
154,55,normal
186,73,normal
127,62,fat
152,40,thin
134,36,normal
162,43,thin
142,57,fat
166,66,normal
148,43,normal
140,70,fat
156,77,fat
168,41,thin
122,58,fat
137,80,fat
121,62,fat
160,76,fat
150,77,fat
170,51,thin
139,60,fat
199,77,normal
195,41,thin
122,47,fat
189,59,thin
126,42,fat
155,50,normal
162,62,normal
169,52,thin
187,69,normal
152,77,fat
178,79,normal
127,77,fat
174,66,normal
126,61,fat
150,55,normal
177,72,normal
169,46,thin
194,55,thin
168,57,normal
168,76,fat
136,77,fat
166,78,fat
191,80,normal
176,54,thin
193,56,thin
172,77,fat
128,78,fat
182,48,thin
175,73,normal
197,79,normal
188,80,normal
196,58,thin
166,45,thin
178,62,normal
196,67,thin
195,56,thin
164,46,thin
176,79,fat
197,69,thin
163,75,fat
145,70,fat
187,40,thin
158,59,normal
199,67,thin
161,60,normal
174,47,thin
170,54,normal
189,45,thin
124,52,fat
170,38,thin
125,57,fat
159,79,fat
176,45,thin
138,67,fat
158,38,thin
149,80,fat
187,65,normal
186,54,thin
195,39,thin
189,70,normal
169,53,normal
142,75,fat
190,60,thin
186,54,thin
185,58,thin
143,37,thin
173,40,thin
147,69,fat
148,71,fat
145,53,normal
171,79,fat
141,45,normal
200,61,thin
184,46,thin
186,50,thin
200,37,thin
123,71,fat
138,78,fat
129,48,fat
133,62,fat
189,63,thin
166,79,fat
169,50,thin
176,63,normal
155,68,fat
200,42,thin
130,47,fat
170,54,normal
139,75,fat
124,61,fat
154,77,fat
130,58,fat
197,66,thin
136,73,fat
141,43,normal
128,68,fat
178,37,thin
143,43,normal
200,39,thin
179,39,thin
177,67,normal
133,75,fat
197,43,thin
169,77,fat
189,78,normal
153,52,normal
168,44,thin
125,50,fat
182,40,thin
197,46,thin
164,51,normal
186,53,thin
157,43,thin
177,40,thin
153,69,fat
125,35,normal
150,73,fat
152,72,fat
156,71,fat
156,44,thin
142,75,fat
189,51,thin
123,63,fat
154,63,fat
152,71,fat
187,53,thin
177,70,normal
145,70,fat
129,39,normal
136,55,fat
174,37,thin
135,35,normal
146,78,fat
197,49,thin
122,75,fat
193,64,thin
176,74,normal
176,37,thin
127,40,normal
157,56,normal
126,43,fat
156,71,fat
187,52,thin
164,55,normal
122,74,fat
134,74,fat
160,46,thin
197,36,thin
197,49,thin
165,73,fat
131,42,normal
140,61,fat
190,62,thin
158,73,fat
150,49,normal
182,78,normal
133,40,normal
172,39,thin
130,54,fat
147,75,fat
137,80,fat
175,48,thin
134,53,fat
198,64,thin
199,46,thin
197,65,thin
121,48,fat
137,56,fat
188,64,thin
153,73,fat
198,72,thin
126,70,fat
127,37,normal
180,36,thin
122,66,fat
142,38,normal
171,50,thin
182,69,normal
196,42,thin
167,62,normal
185,79,normal
129,55,fat
186,75,normal
140,51,fat
193,64,thin
158,70,fat
131,64,fat
127,44,fat
171,46,thin
165,58,normal
168,44,thin
136,39,normal
134,50,fat
163,78,fat
120,63,fat
177,39,thin
187,75,normal
139,39,normal
161,59,normal
137,42,normal
172,65,normal
134,79,fat
171,78,fat
192,68,thin
149,69,fat
141,63,fat
173,78,fat
120,36,normal
158,40,thin
145,56,fat
127,58,fat
170,48,thin
187,63,thin
162,47,thin
138,35,thin
146,49,normal
160,70,fat
141,78,fat
140,47,normal
147,62,fat
129,78,fat
178,80,normal
160,72,fat
157,78,fat
179,59,thin
149,55,normal
155,69,fat
149,76,fat
124,58,fat
120,63,fat
188,45,thin
179,59,thin
178,60,normal
145,53,normal
160,66,fat
174,47,thin
186,80,normal
200,37,thin
156,55,normal
166,70,normal
170,36,thin
136,70,fat
142,57,fat
161,38,thin
158,68,fat
141,73,fat
187,36,thin
156,68,fat
171,50,thin
171,53,thin
139,55,fat
161,48,normal
173,50,thin
150,64,fat
129,66,fat
181,60,thin
200,43,thin
188,41,thin
198,68,thin
148,66,fat
167,73,fat
182,50,thin
132,78,fat
121,78,fat
185,74,normal
122,63,fat
155,77,fat
195,64,thin
161,53,normal
151,43,normal
190,71,normal
135,64,fat
144,45,normal
176,77,normal
166,76,fat
171,66,normal
151,53,normal
198,65,thin
180,41,thin
134,51,fat
186,64,thin
125,68,fat
168,66,normal
161,62,normal
177,58,normal
194,78,normal
135,42,normal
188,58,thin
131,42,normal
150,74,fat
196,52,thin
131,72,fat
140,35,thin
172,36,thin
147,68,fat
144,67,fat
152,72,fat
124,63,fat
171,35,thin
180,47,thin
166,40,thin
188,46,thin
155,48,normal
141,76,fat
166,69,normal
156,57,normal
124,78,fat
147,75,fat
192,59,thin
154,66,fat
185,75,normal
166,51,normal
137,78,fat
138,47,normal
166,50,thin
186,77,normal
185,35,thin
186,61,thin
123,70,fat
123,37,normal
190,55,thin
122,72,fat
200,68,thin
131,47,fat
173,68,normal
164,67,normal
120,79,fat
162,51,normal
188,63,thin
141,74,fat
185,73,normal
146,79,fat
148,40,thin
148,57,fat
190,64,thin
174,40,thin
195,58,thin
196,52,thin
133,78,fat
170,40,thin
128,55,fat
151,71,fat
144,62,fat
179,61,normal
141,62,fat
120,49,fat
187,51,thin
197,77,normal
199,66,thin
190,66,thin
138,35,thin
148,78,fat
180,77,normal
182,76,normal
146,57,fat
126,78,fat
137,38,normal
177,40,thin
151,37,thin
196,78,normal
123,62,fat
142,46,normal
188,77,normal
136,36,normal
186,42,thin
138,50,fat
177,52,thin
170,35,thin
141,43,normal
144,35,thin
179,77,normal
148,53,normal
122,50,fat
121,66,fat
153,46,normal
143,55,fat
189,45,thin
126,38,normal
121,63,fat
168,43,thin
193,35,thin
126,37,normal
149,65,fat
182,60,thin
154,68,fat
186,40,thin
131,74,fat
193,44,thin
196,63,thin
137,76,fat
178,52,thin
128,54,fat
134,51,fat
197,79,normal
162,59,normal
147,70,fat
124,47,fat
128,47,fat
164,79,fat
180,41,thin
137,80,fat
129,60,fat
186,76,normal
182,54,thin
145,55,fat
195,50,thin
144,42,normal
137,52,fat
141,67,fat
136,62,fat
159,65,fat
196,48,thin
177,68,normal
157,70,fat
170,42,thin
142,41,normal
167,48,thin
146,61,fat
125,50,fat
150,61,fat
173,65,normal
157,56,normal
173,58,normal
147,52,normal
196,53,thin
140,39,normal
124,70,fat
167,56,normal
187,65,normal
152,35,thin
165,75,fat
142,62,fat
199,35,thin
180,35,thin
140,68,fat
186,44,thin
147,49,normal
139,77,fat
147,58,fat
142,75,fat
170,58,normal
187,53,thin
149,38,thin
163,54,normal
131,60,fat
123,53,fat
146,69,fat
183,47,thin
179,56,thin
194,61,thin
122,48,fat
155,46,normal
138,51,fat
171,41,thin
123,58,fat
196,39,thin
152,64,fat
124,68,fat
184,68,normal
163,69,fat
127,67,fat
194,71,normal
151,46,normal
188,72,normal
167,56,normal
135,74,fat
138,64,fat
153,45,normal
175,53,thin
148,49,normal
188,73,normal
185,52,thin
178,72,normal
160,54,normal
154,67,fat
126,45,fat
123,79,fat
196,49,thin
124,66,fat
123,80,fat
181,45,thin
136,60,fat
153,67,fat
198,65,thin
188,61,thin
181,76,normal
164,61,normal
153,47,normal
187,35,thin
173,67,normal
181,75,normal
175,55,thin
154,45,normal
138,76,fat
188,55,thin
120,64,fat
136,60,fat
134,39,normal
141,78,fat
156,63,fat
130,41,normal
149,57,fat
143,54,fat
144,41,normal
126,58,fat
146,58,fat
194,63,thin
181,52,thin
140,39,normal
162,77,fat
197,72,normal
193,51,thin
174,70,normal
182,74,normal
192,36,thin
138,62,fat
167,68,normal
185,63,thin
134,37,normal
144,73,fat
197,67,thin
159,66,fat
140,48,normal
131,41,normal
155,74,fat
148,61,fat
172,61,normal
173,71,normal
122,47,fat
132,56,fat
191,38,thin
128,80,fat
179,71,normal
154,37,thin
155,64,fat
197,68,thin
190,70,normal
160,76,fat
152,73,fat
124,60,fat
195,66,thin
124,54,fat
199,43,thin
198,58,thin
172,51,thin
184,39,thin
143,61,fat
165,35,thin
125,69,fat
139,64,fat
193,41,thin
148,51,normal
122,70,fat
169,36,thin
153,48,normal
149,53,normal
120,77,fat
152,77,fat
178,56,thin
140,73,fat
191,46,thin
199,57,thin
145,37,thin
186,78,normal
191,56,thin
166,62,normal
151,52,normal
132,50,fat
124,41,fat
124,76,fat
140,69,fat
173,76,normal
156,67,fat
172,80,fat
140,36,thin
177,59,normal
132,59,fat
129,40,normal
147,61,fat
194,74,normal
184,73,normal
144,72,fat
157,51,normal
198,36,thin
129,67,fat
179,61,normal
162,47,thin
123,53,fat
124,74,fat
199,74,normal
198,51,thin
183,60,thin
158,47,normal
182,67,normal
150,59,fat
136,76,fat
140,40,normal
131,59,fat
189,68,normal
188,70,normal
152,75,fat
188,39,thin
131,79,fat
146,37,thin
168,42,thin
168,50,thin
139,51,fat
161,43,thin
130,78,fat
193,55,thin
148,80,fat
163,80,fat
159,50,normal
131,55,fat
127,68,fat
168,72,fat
197,73,normal
137,57,fat
191,48,thin
131,62,fat
191,79,normal
165,80,fat
132,69,fat
130,63,fat
167,69,normal
123,49,fat
187,43,thin
184,79,normal
155,55,normal
172,80,fat
186,76,normal
167,60,normal
192,38,thin
160,42,thin
142,45,normal
197,40,thin
121,69,fat
153,64,fat
178,37,thin
191,59,thin
156,74,fat
122,71,fat
197,46,thin
137,50,fat
126,46,fat
144,39,normal
128,56,fat
149,70,fat
175,46,thin
179,71,normal
166,38,thin
132,42,normal
122,72,fat
139,36,normal
167,57,normal
162,52,normal
145,46,normal
151,61,fat
152,44,normal
159,61,normal
130,62,fat
131,53,fat
187,69,normal
180,48,thin
148,77,fat
199,72,thin
191,48,thin
170,41,thin
179,57,thin
140,70,fat
164,57,normal
189,37,thin
147,41,normal
146,37,thin
145,36,thin
130,42,normal
136,46,normal
171,69,normal
133,71,fat
121,67,fat
179,40,thin
161,41,thin
129,38,normal
139,74,fat
121,38,fat
191,46,thin
198,61,thin
129,58,fat
195,46,thin
165,74,fat
120,47,fat
121,72,fat
130,71,fat
192,76,normal
142,74,fat
144,77,fat
176,54,thin
143,52,normal
144,49,normal
132,48,fat
165,72,fat
174,35,thin
131,51,fat
196,80,normal
197,60,thin
175,62,normal
163,58,normal
168,43,thin
154,80,fat
148,66,fat
125,58,fat
120,65,fat
158,63,normal
170,66,normal
124,45,fat
181,52,thin
131,58,fat
143,42,normal
170,56,normal
175,50,thin
152,61,fat
192,59,thin
199,64,thin
130,60,fat
133,55,fat
193,66,thin
180,60,normal
177,61,normal
164,79,fat
167,78,fat
126,79,fat
137,41,normal
158,79,fat
139,57,fat
186,67,normal
186,66,normal
127,77,fat
178,71,normal
185,69,normal
195,43,thin
134,55,fat
163,50,normal
125,75,fat
160,63,normal
153,41,thin
170,52,thin
141,51,fat
176,54,thin
123,75,fat
150,73,fat
130,57,fat
182,73,normal
186,45,thin
166,78,fat
183,62,normal
155,38,thin
164,55,normal
171,65,normal
127,63,fat
145,63,fat
200,68,thin
178,76,normal
182,37,thin
186,42,thin
147,46,normal
145,73,fat
146,42,normal
197,46,thin
188,53,thin
183,69,normal
161,63,normal
177,41,thin
158,41,thin
178,35,thin
179,61,normal
143,54,fat
152,75,fat
155,46,normal
200,43,thin
160,69,fat
144,43,normal
161,60,normal
135,35,normal
162,66,normal
138,61,fat
187,79,normal
146,51,normal
122,43,fat
130,48,fat
183,36,thin
132,35,normal
184,56,thin
183,50,thin
144,80,fat
137,71,fat
166,69,normal
197,67,thin
145,45,normal
164,49,thin
126,50,fat
180,45,thin
152,56,normal
149,47,normal
189,47,thin
196,52,thin
142,41,normal
158,43,thin
178,62,normal
192,71,normal
133,75,fat
133,58,fat
168,50,thin
159,55,normal
152,74,fat
155,78,fat
138,62,fat
193,70,normal
142,73,fat
129,50,fat
190,75,normal
193,64,thin
189,75,normal
185,51,thin
197,47,thin
147,49,normal
195,44,thin
159,63,normal
150,67,fat
199,75,normal
175,69,normal
137,43,normal
138,79,fat
170,47,thin
143,47,normal
160,45,thin
122,55,fat
200,66,thin
150,72,fat
174,69,normal
146,76,fat
178,68,normal
165,61,normal
200,76,normal
136,38,normal
120,43,fat
171,44,thin
182,57,thin
179,44,thin
193,41,thin
192,65,thin
125,69,fat
146,66,fat
182,43,thin
153,76,fat
165,67,normal
146,46,normal
140,46,normal
195,54,thin
184,73,normal
160,37,thin
200,39,thin
133,70,fat
164,35,thin
187,39,thin
197,39,thin
177,50,thin
191,42,thin
183,76,normal
194,69,thin
123,77,fat
177,79,normal
140,77,fat
175,73,normal
126,42,fat
179,70,normal
195,72,normal
122,70,fat
152,80,fat
137,69,fat
158,70,fat
129,65,fat
125,66,fat
128,60,fat
133,61,fat
156,53,normal
169,57,normal
147,48,normal
136,54,fat
175,54,thin
177,75,normal
139,54,fat
133,62,fat
164,37,thin
170,53,thin
154,67,fat
127,77,fat
156,55,normal
135,57,fat
189,71,normal
162,42,thin
147,59,fat
199,72,thin
135,71,fat
176,79,fat
142,62,fat
143,53,fat
152,69,fat
146,53,normal
130,55,fat
129,63,fat
137,66,fat
158,67,fat
185,57,thin
191,35,thin
122,64,fat
155,62,fat
143,57,fat
139,72,fat
187,67,normal
128,61,fat
139,79,fat
194,79,normal
159,51,normal
195,80,normal
131,79,fat
156,65,fat
127,41,normal
123,37,normal
152,70,fat
148,38,thin
139,80,fat
173,70,normal
182,62,normal
199,36,thin
147,77,fat
138,43,normal
149,66,fat
158,67,fat
195,55,thin
139,68,fat
187,65,normal
136,78,fat
125,42,fat
140,65,fat
199,65,thin
169,51,thin
139,49,normal
146,44,normal
183,35,thin
159,62,normal
192,71,normal
179,50,thin
154,47,normal
183,61,thin
148,77,fat
184,58,thin
127,77,fat
124,61,fat
147,39,thin
163,64,normal
184,67,normal
165,63,normal
193,38,thin
127,46,fat
143,39,normal
123,45,fat
193,52,thin
128,60,fat
196,63,thin
200,44,thin
157,78,fat
174,41,thin
128,76,fat
198,39,thin
174,40,thin
154,63,fat
132,73,fat
176,80,fat
144,61,fat
154,75,fat
139,52,fat
173,60,normal
123,66,fat
128,74,fat
193,48,thin
157,66,fat
178,68,normal
190,64,thin
160,79,fat
146,67,fat
183,74,normal
160,38,thin
194,80,normal
138,41,normal
176,66,normal
138,51,fat
143,51,normal
182,44,thin
158,73,fat
168,78,fat
124,65,fat
136,36,normal
163,78,fat
148,51,normal
151,49,normal
183,45,thin
171,49,thin
130,38,normal
187,73,normal
172,51,thin
174,80,fat
187,44,thin
183,42,thin
125,45,fat
194,38,thin
128,79,fat
140,78,fat
164,56,normal
151,76,fat
138,52,fat
166,76,fat
124,73,fat
159,46,thin
158,53,normal
122,66,fat
192,71,normal
169,35,thin
173,69,normal
162,79,fat
174,57,normal
134,68,fat
161,55,normal
141,73,fat
124,40,fat
154,38,thin
164,56,normal
161,56,normal
145,75,fat
131,53,fat
158,49,normal
123,66,fat
126,60,fat
193,41,thin
164,55,normal
137,45,normal
150,41,thin
187,55,thin
165,54,normal
146,38,thin
153,59,normal
129,61,fat
190,59,thin
178,38,thin
188,36,thin
184,40,thin
163,61,normal
189,48,thin
182,59,thin
136,35,normal
150,48,normal
153,67,fat
143,65,fat
189,72,normal
175,61,normal
123,63,fat
188,58,thin
188,63,thin
189,44,thin
144,52,normal
148,56,fat
150,63,fat
150,36,thin
198,57,thin
149,49,normal
152,71,fat
122,77,fat
174,46,thin
148,39,thin
147,69,fat
128,60,fat
135,51,fat
182,43,thin
162,80,fat
153,38,thin
194,68,thin
200,41,thin
148,53,normal
190,70,normal
139,47,normal
158,59,normal
177,73,normal
199,58,thin
180,43,thin
126,47,fat
187,39,thin
121,54,fat
175,40,thin
145,52,normal
127,68,fat
141,64,fat
152,53,normal
126,43,fat
193,39,thin
137,64,fat
174,53,thin
151,52,normal
135,56,fat
152,59,fat
186,50,thin
177,76,normal
172,38,thin
129,40,normal
120,38,fat
137,52,fat
120,65,fat
172,74,normal
138,76,fat
199,56,thin
194,75,normal
180,70,normal
192,35,thin
143,57,fat
129,35,normal
154,51,normal
131,71,fat
185,52,thin
184,73,normal
157,40,thin
199,60,thin
156,61,normal
199,40,thin
156,69,fat
197,63,thin
192,64,thin
166,67,normal
183,77,normal
163,37,thin
133,53,fat
152,60,fat
175,68,normal
161,56,normal
136,35,normal
136,36,normal
124,74,fat
188,50,thin
193,57,thin
146,67,fat
195,39,thin
153,43,thin
189,78,normal
158,42,thin
150,50,normal
197,56,thin
135,71,fat
130,61,fat
134,75,fat
179,54,thin
135,62,fat
140,72,fat
171,45,thin
140,39,normal
145,50,normal
197,59,thin
167,71,normal
188,68,normal
147,71,fat
191,52,thin
196,74,normal
135,58,fat
159,72,fat
187,55,thin
179,49,thin
182,61,thin
131,49,fat
180,63,normal
182,50,thin
185,43,thin
200,40,thin
193,65,thin
162,61,normal
123,62,fat
170,54,normal
134,63,fat
137,51,fat
187,73,normal
163,72,fat
140,63,fat
130,64,fat
175,74,normal
149,80,fat
151,54,normal
157,67,fat
155,58,normal
163,79,fat
153,76,fat
175,46,thin
130,42,normal
149,61,fat
126,63,fat
157,36,thin
149,77,fat
182,48,thin
133,62,fat
144,80,fat
179,36,thin
187,35,thin
190,49,thin
186,80,normal
198,51,thin
196,70,thin
123,76,fat
172,79,fat
164,72,fat
130,67,fat
187,75,normal
166,65,normal
149,50,normal
157,51,normal
148,54,normal
128,69,fat
126,66,fat
163,69,fat
144,52,normal
170,44,thin
164,59,normal
169,45,thin
125,62,fat
178,42,thin
152,41,thin
134,69,fat
177,64,normal
172,48,thin
176,79,fat
136,38,normal
123,76,fat
189,46,thin
150,39,thin
196,73,normal
187,50,thin
165,79,fat
190,64,thin
136,43,normal
132,54,fat
174,45,thin
195,61,thin
161,50,normal
177,47,thin
169,63,normal
199,42,thin
135,37,normal
145,41,normal
156,70,fat
135,43,normal
179,75,normal
184,38,thin
178,70,normal
136,64,fat
125,62,fat
125,47,fat
174,74,normal
139,69,fat
193,67,thin
169,56,normal
178,73,normal
120,79,fat
154,71,fat
151,70,fat
133,61,fat
194,48,thin
149,75,fat
193,63,thin
174,39,thin
196,72,normal
174,73,normal
188,48,thin
171,41,thin
167,49,thin
133,46,fat
155,70,fat
178,58,thin
178,68,normal
162,67,fat
159,80,fat
168,73,fat
169,78,fat
197,68,thin
147,47,normal
184,70,normal
143,80,fat
137,52,fat
180,77,normal
200,47,thin
190,66,thin
179,46,thin
183,49,thin
138,63,fat
199,47,thin
136,57,fat
162,43,thin
125,65,fat
123,69,fat
148,63,fat
137,76,fat
138,62,fat
174,80,fat
177,35,thin
165,35,thin
124,65,fat
167,51,thin
189,78,normal
198,49,thin
195,80,normal
190,70,normal
145,69,fat
192,35,thin
125,42,fat
150,74,fat
187,72,normal
168,55,normal
129,70,fat
157,54,normal
182,39,thin
183,49,thin
123,36,normal
149,45,normal
162,46,thin
190,43,thin
176,65,normal
120,46,fat
123,52,fat
177,55,thin
138,77,fat
138,65,fat
174,76,normal
143,47,normal
174,75,normal
124,53,fat
148,35,thin
173,58,normal
186,60,thin
160,66,fat
138,76,fat
122,39,fat
123,51,fat
190,50,thin
124,61,fat
136,69,fat
200,61,thin
191,74,normal
170,62,normal
128,80,fat
138,57,fat
165,47,thin
182,46,thin
168,67,normal
168,41,thin
137,70,fat
126,55,fat
194,77,normal
138,75,fat
162,50,normal
175,43,thin
130,65,fat
196,58,thin
180,41,thin
163,61,normal
166,68,normal
132,69,fat
178,60,normal
168,37,thin
164,79,fat
141,69,fat
137,76,fat
198,49,thin
123,73,fat
159,35,thin
167,44,thin
123,60,fat
162,54,normal
152,66,fat
183,48,thin
140,74,fat
161,53,normal
170,75,fat
121,39,fat
123,35,normal
170,46,thin
137,62,fat
187,71,normal
151,69,fat
147,62,fat
123,61,fat
142,40,normal
176,57,thin
121,75,fat
185,63,thin
123,66,fat
150,52,normal
142,54,fat
167,56,normal
193,39,thin
178,57,thin
167,63,normal
176,61,normal
120,36,normal
142,59,fat
127,53,fat
150,68,fat
154,79,fat
175,62,normal
153,68,fat
127,53,fat
187,77,normal
193,66,thin
128,77,fat
123,74,fat
157,70,fat
128,59,fat
181,49,thin
178,35,thin
138,71,fat
145,62,fat
150,58,fat
141,51,fat
172,70,normal
194,70,normal
166,57,normal
132,79,fat
122,74,fat
141,44,normal
199,70,thin
175,72,normal
192,80,normal
120,71,fat
198,43,thin
194,37,thin
134,71,fat
165,53,normal
150,71,fat
196,65,thin
199,35,thin
178,53,thin
176,57,thin
163,71,fat
141,79,fat
192,74,normal
160,61,normal
161,64,normal
135,67,fat
152,80,fat
127,40,normal
175,79,fat
147,53,normal
180,54,thin
135,46,normal
165,65,normal
183,80,normal
124,39,normal
